event_id,store_id,date,event_name,event_type
510,19,2023-02-16,งาน Street Food,food_festival
511,10,2024-05-02,งานวัดประจำปี,cultural
512,12,2024-05-08,งาน Tech Conference,convention
513,11,2023-09-08,ถนนคนเดิน,market
514,8,2024-11-13,ตลาดนัดวินเทจ,market
515,10,2024-03-28,งานดนตรีสด,concert
516,7,2024-09-05,เทศกาลผลไม้,food_festival
517,5,2023-01-18,งานบวช,cultural
518,20,2023-04-28,เทศกาลดนตรี,music_festival
519,11,2024-05-09,ถนนคนเดิน,market
520,2,2023-02-07,เทศกาลกาแฟ,food_festival
521,16,2023-09-18,เทศกาลผลไม้,food_festival
522,14,2024-08-10,ตลาดสดเช้า,market
523,7,2024-12-10,งานดนตรีสด,concert
524,15,2024-05-02,งานหนังสือเก่า,book_fair
525,11,2023-07-07,งาน Startup Expo,convention
526,19,2023-10-17,งาน Busking,concert
527,20,2024-12-26,เทศกาลกาแฟ,food_festival
528,5,2023-05-10,เทศกาลของหวาน,food_festival
529,15,2023-08-13,งานบวช,cultural
530,13,2024-12-22,เทศกาลเบียร์คราฟท์,food_festival
531,18,2023-06-02,เทศกาลเบียร์คราฟท์,food_festival
532,10,2023-01-22,สวดมนต์ข้ามปี,cultural
533,20,2023-04-10,กีฬาสี,sports
534,17,2023-03-23,ตลาดนัดกลางคืน,market
535,17,2024-12-09,เทศกาลกาแฟ,food_festival
536,6,2023-08-09,เทศกาลอาหาร,food_festival
537,16,2023-06-02,งาน Auto Expo,convention
538,9,2023-08-08,ตลาดสดเช้า,market
539,18,2024-05-21,งานโยคะในสวน,sports
540,19,2023-06-01,คอนเสิร์ตในสวน,concert
541,16,2023-08-10,ถนนคนเดิน,market
542,7,2024-12-20,เทศกาลกาแฟ,food_festival
543,13,2024-06-17,ตลาดนัดกลางคืน,market
544,11,2023-04-03,งานโยคะในสวน,sports
545,19,2023-07-18,งานบวช,cultural
546,16,2024-05-11,ตลาดนัดวันหยุด,market
547,14,2023-06-06,สวดมนต์ข้ามปี,cultural
548,2,2024-02-02,เทศกาลอินดี้,music_festival
549,15,2024-05-08,เทศกาลเบียร์คราฟท์,food_festival
550,5,2023-03-11,งาน Startup Expo,convention
551,17,2024-05-31,งานดนตรีสด,concert
552,6,2023-07-05,แข่งจักรยาน,sports
553,7,2023-05-27,วิ่งมาราธอน,sports
554,3,2024-06-12,งาน Auto Expo,convention
555,6,2023-05-15,เทศกาลเบียร์คราฟท์,food_festival
556,17,2023-11-15,มหกรรมหนังสือ,book_fair
557,8,2023-04-21,ตลาดสดเช้า,market
558,10,2023-09-06,เทศกาลแจ๊ส,music_festival
559,18,2023-03-10,คอนเสิร์ตในสวน,concert
560,2,2024-07-06,แข่งจักรยาน,sports
561,6,2024-06-03,เทศกาลดนตรี,music_festival
562,8,2024-10-30,ตลาดนัดชุมชน,market
563,10,2024-12-28,งานดนตรีสด,concert
564,14,2023-09-02,ฟุตบอลนัดพิเศษ,sports
565,2,2024-12-29,เทศกาลของหวาน,food_festival
566,17,2023-02-20,มหกรรมหนังสือ,book_fair
567,16,2023-06-13,เวียนเทียน,cultural
568,2,2023-06-15,งานบวช,cultural
569,17,2024-04-16,งาน Street Food,food_festival
570,3,2023-03-24,ตลาดนัดวันหยุด,market
571,9,2024-12-23,เทศกาลอินดี้,music_festival
572,11,2023-12-14,ตลาดนัดกลางคืน,market
573,6,2023-03-01,เทศกาลลอยกระทง,cultural
574,14,2023-05-22,ตลาดนัดวินเทจ,market
575,2,2023-06-14,งาน Street Food,food_festival
576,19,2023-05-24,เทศกาลแจ๊ส,music_festival
577,7,2024-05-14,สัปดาห์หนังสือ,book_fair
578,7,2024-07-18,กีฬาสี,sports
579,12,2023-09-08,ตลาดนัดวันหยุด,market
580,12,2024-03-07,คอนเสิร์ตการกุศล,concert
581,7,2024-08-10,มิวสิคเฟสติวัล,music_festival
582,15,2023-09-13,งาน Startup Expo,convention
583,16,2023-03-17,คอนเสิร์ตในสวน,concert
584,5,2024-12-06,มิวสิคเฟสติวัล,music_festival
585,11,2024-01-09,เทศกาลกาแฟ,food_festival
586,9,2024-10-05,งานบวช,cultural
587,9,2024-05-26,เทศกาลเบียร์คราฟท์,food_festival
588,2,2024-07-18,งานบวช,cultural
589,15,2023-09-12,เทศกาลดนตรี,music_festival
590,20,2024-07-28,ตลาดนัดวินเทจ,market
591,11,2024-06-14,มหกรรมหนังสือ,book_fair
592,5,2024-08-12,ถนนคนเดิน,market
593,14,2024-07-14,ถนนคนเดิน,market
594,7,2023-12-21,งาน Busking,concert
595,7,2023-04-01,ตลาดนัดชุมชน,market
596,4,2024-07-20,เทศกาลดนตรี,music_festival
597,9,2023-02-02,ตลาดสดเช้า,market
598,20,2023-11-12,ตลาดนัดชุมชน,market
599,5,2023-06-13,สัมมนาธุรกิจ,convention
600,9,2023-11-14,ตลาดนัดวันหยุด,market
601,8,2023-10-08,เทศกาลดนตรี,music_festival
602,19,2023-03-04,ตลาดนัดวินเทจ,market
603,11,2023-08-26,เทศกาลอินดี้,music_festival
604,15,2024-06-18,ถนนคนเดิน,market
605,7,2023-03-19,ตลาดนัดชุมชน,market
606,5,2024-04-10,ตลาดนัดวันหยุด,market
607,17,2023-03-07,งาน Book Fair,book_fair
608,1,2023-05-01,ฟุตบอลนัดพิเศษ,sports
609,15,2023-12-10,เทศกาลกาแฟ,food_festival
610,3,2023-10-30,งาน Busking,concert
611,13,2024-03-26,เทศกาลลอยกระทง,cultural
612,15,2024-06-19,ตลาดนัดกลางคืน,market
613,1,2024-01-01,เทศกาลเบียร์คราฟท์,food_festival
614,15,2024-11-06,งาน Busking,concert
615,5,2023-12-08,เทศกาลอาหาร,food_festival
616,8,2023-12-29,เทศกาลลอยกระทง,cultural
617,15,2023-11-17,นิทรรศการหนังสือ,book_fair
618,6,2024-04-27,เทศกาลผลไม้,food_festival
619,12,2023-05-11,งาน Book Fair,book_fair
620,3,2023-06-21,งานบวช,cultural
621,12,2023-07-15,งานดนตรีกลางแจ้ง,music_festival
622,20,2023-07-21,เทศกาลผลไม้,food_festival
623,4,2023-08-15,เทศกาลดนตรี,music_festival
624,9,2023-08-11,เทศกาลลอยกระทง,cultural
625,12,2023-09-06,เทศกาลลอยกระทง,cultural
626,13,2023-09-26,สวดมนต์ข้ามปี,cultural
627,19,2024-04-30,เทศกาลเบียร์คราฟท์,food_festival
628,13,2024-08-23,ฟุตบอลนัดพิเศษ,sports
629,8,2024-12-21,มิวสิคเฟสติวัล,music_festival
630,3,2023-04-10,งานบวช,cultural
631,1,2023-07-15,ฟุตบอลนัดพิเศษ,sports
632,19,2023-10-11,งานวัดประจำปี,cultural
633,17,2023-11-29,งาน Busking,concert
634,7,2024-08-10,กีฬาสี,sports
635,10,2024-09-15,มิวสิคเฟสติวัล,music_festival
636,12,2024-11-14,มหกรรมหนังสือ,book_fair
637,10,2023-08-18,สัปดาห์หนังสือ,book_fair
638,17,2024-11-24,เทศกาลสงกรานต์ท้องถิ่น,cultural
639,15,2024-06-29,ตลาดสดเช้า,market
640,11,2023-03-04,เทศกาลดนตรี,music_festival
641,12,2023-07-01,งานวันเด็ก,cultural
642,16,2023-08-12,แข่งจักรยาน,sports
643,7,2023-09-07,งาน Book Fair,book_fair
644,12,2024-07-26,เทศกาลลอยกระทง,cultural
645,11,2024-08-12,สวดมนต์ข้ามปี,cultural
646,16,2024-05-08,ตลาดนัดวินเทจ,market
647,7,2024-08-17,ตลาดนัดกลางคืน,market
648,19,2023-12-26,คอนเสิร์ตการกุศล,concert
649,4,2023-12-08,แข่งจักรยาน,sports
650,5,2024-09-06,มิวสิคเฟสติวัล,music_festival
651,1,2023-11-02,งาน Street Food,food_festival
652,7,2023-01-02,นิทรรศการหนังสือ,book_fair
653,9,2024-02-29,คอนเสิร์ตการกุศล,concert
654,9,2023-02-07,ตลาดนัดชุมชน,market
655,10,2023-12-09,ตลาดนัดวันหยุด,market
656,6,2023-08-26,งาน Auto Expo,convention
657,17,2023-02-10,สวดมนต์ข้ามปี,cultural
658,7,2023-12-01,งาน Job Fair,convention
659,7,2024-07-26,ตลาดนัดกลางคืน,market
660,12,2023-02-19,งาน Busking,concert
661,7,2023-02-11,สัปดาห์หนังสือ,book_fair
662,8,2023-07-06,สวดมนต์ข้ามปี,cultural
663,17,2024-09-13,มิวสิคเฟสติวัล,music_festival
664,5,2024-12-26,งานหนังสือเก่า,book_fair
665,19,2023-07-23,เทศกาลอาหาร,food_festival
666,8,2023-07-14,แข่งวิ่ง Fun Run,sports
667,2,2024-09-30,เทศกาลเบียร์คราฟท์,food_festival
668,15,2024-08-01,ตลาดนัดกลางคืน,market
669,20,2023-03-21,เทศกาลลอยกระทง,cultural
670,10,2024-05-09,ตลาดนัดชุมชน,market
671,16,2024-04-02,งานดนตรีกลางแจ้ง,music_festival
672,12,2023-05-17,งานบวช,cultural
673,20,2023-12-02,งานดนตรีกลางแจ้ง,music_festival
674,2,2023-09-06,เทศกาลแจ๊ส,music_festival
675,13,2023-11-14,ฟุตบอลนัดพิเศษ,sports
676,16,2024-08-08,เวียนเทียน,cultural
677,4,2024-09-13,เทศกาลกาแฟ,food_festival
678,9,2023-06-29,งาน Job Fair,convention
679,2,2023-09-27,สัปดาห์หนังสือ,book_fair
680,19,2023-09-05,งาน Busking,concert
681,2,2023-08-06,งาน Busking,concert
682,18,2024-08-23,มิวสิคเฟสติวัล,music_festival
683,12,2024-06-28,เทศกาลอินดี้,music_festival
684,3,2023-04-02,วิ่งมาราธอน,sports
685,20,2023-09-11,ตลาดนัดกลางคืน,market
686,18,2024-12-30,กีฬาสี,sports
687,3,2023-02-03,ตลาดสดเช้า,market
688,20,2023-11-08,ตลาดนัดวินเทจ,market
689,12,2023-12-17,ตลาดสดเช้า,market
690,1,2024-01-10,งานวัดประจำปี,cultural
691,8,2024-07-24,งานวันเด็ก,cultural
692,17,2023-06-25,เทศกาลของหวาน,food_festival
693,17,2023-05-28,มหกรรมหนังสือ,book_fair
694,3,2023-07-10,เทศกาลลอยกระทง,cultural
695,5,2024-06-20,สวดมนต์ข้ามปี,cultural
696,19,2023-09-20,เทศกาลของหวาน,food_festival
697,14,2023-03-01,งาน Auto Expo,convention
698,7,2024-03-16,ตลาดนัดวันหยุด,market
699,2,2023-05-25,งาน Tech Conference,convention
700,17,2024-02-03,ตลาดนัดวินเทจ,market
701,4,2024-07-14,เทศกาลสงกรานต์ท้องถิ่น,cultural
702,19,2023-03-14,งาน Auto Expo,convention
703,16,2023-04-16,คอนเสิร์ตนักศึกษา,concert
704,4,2023-07-14,ตลาดนัดวินเทจ,market
705,4,2024-04-01,แข่งวิ่ง Fun Run,sports
706,10,2023-09-04,ถนนคนเดิน,market
707,9,2023-10-11,ฟุตบอลนัดพิเศษ,sports
708,13,2023-01-25,งาน Startup Expo,convention
709,3,2023-06-11,คอนเสิร์ตการกุศล,concert
710,19,2024-02-04,ถนนคนเดิน,market
711,13,2024-09-06,ฟุตบอลนัดพิเศษ,sports
712,17,2023-04-19,งานบวช,cultural
713,8,2024-10-18,ตลาดนัดชุมชน,market
714,17,2024-05-08,แข่งวิ่ง Fun Run,sports
715,15,2023-05-20,วิ่งมาราธอน,sports
716,13,2024-06-29,แข่งจักรยาน,sports
717,1,2024-10-29,งานบวช,cultural
718,1,2023-10-03,เทศกาลเบียร์คราฟท์,food_festival
719,8,2023-03-09,คอนเสิร์ตการกุศล,concert
720,4,2024-04-07,แข่งจักรยาน,sports
721,4,2023-03-22,คอนเสิร์ตการกุศล,concert
722,12,2024-02-24,ตลาดนัดกลางคืน,market
723,8,2023-01-18,ถนนคนเดิน,market
724,2,2024-10-07,งาน Startup Expo,convention
725,16,2024-06-23,ฟุตบอลนัดพิเศษ,sports
726,19,2024-12-07,เทศกาลของหวาน,food_festival
727,3,2023-12-15,งานโยคะในสวน,sports
728,18,2024-06-03,ตลาดนัดวันหยุด,market
729,18,2024-01-08,งานโยคะในสวน,sports
730,2,2023-04-16,เทศกาลผลไม้,food_festival
731,4,2024-10-05,เทศกาลกาแฟ,food_festival
732,9,2023-04-12,สวดมนต์ข้ามปี,cultural
733,15,2024-02-20,สัมมนาธุรกิจ,convention
734,12,2024-09-11,งาน Startup Expo,convention
735,20,2023-04-17,เทศกาลดนตรี,music_festival
736,5,2024-01-14,ตลาดสดเช้า,market
737,8,2023-05-17,งานดนตรีกลางแจ้ง,music_festival
738,5,2023-05-01,งานดนตรีกลางแจ้ง,music_festival
739,2,2024-05-29,ตลาดนัดวันหยุด,market
740,16,2024-11-27,ถนนคนเดิน,market
741,1,2023-08-22,นิทรรศการหนังสือ,book_fair
742,8,2023-07-15,เวียนเทียน,cultural
743,18,2024-12-25,เทศกาลเบียร์คราฟท์,food_festival
744,8,2024-03-03,งานบวช,cultural
745,10,2024-09-26,ถนนคนเดิน,market
746,9,2024-05-27,งานวันเด็ก,cultural
747,1,2023-10-20,งานหนังสือเก่า,book_fair
748,14,2024-06-20,งาน Busking,concert
749,20,2024-02-06,คอนเสิร์ตในสวน,concert
750,18,2024-04-13,เทศกาลอินดี้,music_festival
751,5,2023-01-20,งาน Busking,concert
752,10,2024-03-14,งาน Startup Expo,convention
753,14,2024-03-09,มิวสิคเฟสติวัล,music_festival
754,15,2024-03-11,เทศกาลของหวาน,food_festival
755,17,2023-07-20,งาน Book Fair,book_fair
756,1,2024-11-01,งาน Startup Expo,convention
757,11,2023-07-18,งานโยคะในสวน,sports
758,1,2024-06-12,เทศกาลของหวาน,food_festival
759,9,2024-05-21,ตลาดนัดวินเทจ,market
760,20,2023-01-26,เทศกาลแจ๊ส,music_festival
761,18,2024-01-30,งานดนตรีสด,concert
762,5,2023-06-18,นิทรรศการศิลปะ,convention
763,11,2023-03-11,แข่งจักรยาน,sports
764,11,2023-07-11,ถนนคนเดิน,market
765,9,2024-12-10,ตลาดสดเช้า,market
766,15,2023-09-19,งาน Tech Conference,convention
767,19,2023-03-28,สวดมนต์ข้ามปี,cultural
768,6,2024-01-19,งานหนังสือเก่า,book_fair
769,2,2023-07-26,กีฬาสี,sports
770,2,2024-06-16,เทศกาลลอยกระทง,cultural
771,15,2023-08-19,เทศกาลอาหาร,food_festival
772,20,2024-06-27,ถนนคนเดิน,market
773,4,2024-06-18,แข่งวิ่ง Fun Run,sports
774,10,2023-02-15,เทศกาลสงกรานต์ท้องถิ่น,cultural
775,20,2023-02-07,เทศกาลลอยกระทง,cultural
776,11,2024-09-18,เทศกาลเบียร์คราฟท์,food_festival
777,15,2024-01-04,คอนเสิร์ตนักศึกษา,concert
778,8,2023-09-04,เทศกาลอินดี้,music_festival
779,9,2024-05-05,ตลาดนัดวันหยุด,market
780,13,2023-11-30,วิ่งมาราธอน,sports
781,2,2024-08-17,ตลาดนัดวินเทจ,market
782,12,2024-04-05,เทศกาลผลไม้,food_festival
783,20,2023-06-30,มิวสิคเฟสติวัล,music_festival
784,19,2024-04-03,เทศกาลของหวาน,food_festival
785,17,2024-08-12,แข่งจักรยาน,sports
786,17,2023-01-04,คอนเสิร์ตในสวน,concert
787,7,2023-12-05,เทศกาลผลไม้,food_festival
788,14,2023-07-03,ตลาดนัดวันหยุด,market
789,5,2024-03-24,เทศกาลของหวาน,food_festival
790,19,2023-12-11,งาน Tech Conference,convention
791,20,2024-10-29,ตลาดนัดกลางคืน,market
792,18,2024-09-24,งาน Street Food,food_festival
793,20,2024-08-23,งาน Busking,concert
794,13,2024-02-28,ตลาดสดเช้า,market
795,19,2024-12-27,ตลาดสดเช้า,market
796,17,2023-06-03,แข่งจักรยาน,sports
797,6,2024-02-04,วิ่งมาราธอน,sports
798,2,2024-10-17,งาน Street Food,food_festival
799,7,2023-07-17,สัปดาห์หนังสือ,book_fair
800,14,2024-06-09,ถนนคนเดิน,market
801,20,2024-08-28,มิวสิคเฟสติวัล,music_festival
802,3,2023-08-09,เวียนเทียน,cultural
803,17,2024-11-28,งาน Job Fair,convention
804,16,2023-08-28,แข่งจักรยาน,sports
805,7,2023-03-14,คอนเสิร์ตนักศึกษา,concert
806,16,2023-10-25,งานวัดประจำปี,cultural
807,4,2024-08-26,วิ่งมาราธอน,sports
808,15,2024-12-18,ตลาดสดเช้า,market
809,2,2024-11-19,เทศกาลลอยกระทง,cultural
810,7,2023-09-09,คอนเสิร์ตการกุศล,concert
811,18,2023-07-07,ถนนคนเดิน,market
812,8,2023-04-19,เทศกาลอินดี้,music_festival
813,16,2023-09-27,ถนนคนเดิน,market
814,17,2023-10-05,ถนนคนเดิน,market
815,10,2023-11-20,เทศกาลลอยกระทง,cultural
816,5,2023-10-12,ตลาดสดเช้า,market
817,11,2024-06-10,งานโยคะในสวน,sports
818,8,2024-08-21,งาน Startup Expo,convention
819,12,2024-03-30,เวียนเทียน,cultural
820,18,2024-02-20,วิ่งมาราธอน,sports
821,16,2024-07-16,เทศกาลดนตรี,music_festival
822,11,2023-07-29,เทศกาลของหวาน,food_festival
823,17,2023-08-08,งาน Job Fair,convention
824,20,2023-02-17,เทศกาลลอยกระทง,cultural
825,6,2023-01-30,สัปดาห์หนังสือ,book_fair
826,16,2024-10-12,แข่งวิ่ง Fun Run,sports
827,11,2023-02-12,ถนนคนเดิน,market
828,19,2024-12-22,วิ่งมาราธอน,sports
829,10,2024-01-15,ตลาดนัดกลางคืน,market
830,10,2023-03-23,กีฬาสี,sports
831,19,2023-02-11,กีฬาสี,sports
832,17,2023-11-26,งานดนตรีกลางแจ้ง,music_festival
833,13,2023-04-20,กีฬาสี,sports
834,4,2024-05-16,แข่งวิ่ง Fun Run,sports
835,17,2023-03-17,งานดนตรีกลางแจ้ง,music_festival
836,4,2023-04-30,เทศกาลแจ๊ส,music_festival
837,19,2023-12-02,งานบวช,cultural
838,8,2024-06-28,เทศกาลลอยกระทง,cultural
839,8,2023-01-11,กีฬาสี,sports
840,5,2024-09-24,เวียนเทียน,cultural
841,15,2024-08-29,งานบวช,cultural
842,14,2023-03-11,งาน Auto Expo,convention
843,15,2024-04-16,งาน Street Food,food_festival
844,9,2023-10-10,เทศกาลอินดี้,music_festival
845,19,2023-10-07,เทศกาลเบียร์คราฟท์,food_festival
846,3,2023-03-04,ถนนคนเดิน,market
847,9,2024-08-10,ตลาดนัดกลางคืน,market
848,10,2023-03-01,กีฬาสี,sports
849,1,2023-08-17,เทศกาลเบียร์คราฟท์,food_festival
850,18,2024-01-07,เวียนเทียน,cultural
851,10,2023-08-20,เทศกาลอินดี้,music_festival
852,14,2023-07-13,วิ่งมาราธอน,sports
853,20,2024-03-20,งาน Auto Expo,convention
854,9,2024-09-09,งานดนตรีกลางแจ้ง,music_festival
855,12,2024-08-23,เทศกาลอาหาร,food_festival
856,20,2023-06-12,เทศกาลของหวาน,food_festival
857,9,2023-05-13,ตลาดสดเช้า,market
858,15,2024-01-06,งานโยคะในสวน,sports
859,3,2024-01-22,ตลาดสดเช้า,market
860,19,2023-11-09,กีฬาสี,sports
861,11,2023-10-22,ตลาดนัดชุมชน,market
862,14,2023-07-23,เทศกาลของหวาน,food_festival
863,17,2023-05-16,ตลาดนัดกลางคืน,market
864,15,2024-08-05,ฟุตบอลนัดพิเศษ,sports
865,6,2023-05-04,เทศกาลสงกรานต์ท้องถิ่น,cultural
866,10,2024-01-09,ตลาดนัดวินเทจ,market
867,9,2024-01-07,ตลาดนัดวันหยุด,market
868,11,2024-12-16,สัมมนาธุรกิจ,convention
869,14,2024-06-25,เทศกาลอินดี้,music_festival
870,10,2023-04-04,มิวสิคเฟสติวัล,music_festival
871,15,2023-04-20,สัมมนาธุรกิจ,convention
872,18,2023-01-15,ตลาดนัดกลางคืน,market
873,9,2023-07-03,สัปดาห์หนังสือ,book_fair
874,9,2024-11-26,งานวันเด็ก,cultural
875,10,2024-06-04,งาน Startup Expo,convention
876,5,2023-03-18,สวดมนต์ข้ามปี,cultural
877,14,2024-07-29,งานหนังสือเก่า,book_fair
878,13,2023-06-29,นิทรรศการหนังสือ,book_fair
879,9,2024-08-30,งานวันเด็ก,cultural
880,20,2023-08-23,เทศกาลกาแฟ,food_festival
881,5,2024-05-19,นิทรรศการศิลปะ,convention
882,18,2024-12-20,งานบวช,cultural
883,6,2023-11-29,เทศกาลอาหาร,food_festival
884,1,2023-08-21,มิวสิคเฟสติวัล,music_festival
885,11,2024-07-19,งาน Street Food,food_festival
886,14,2023-08-04,ตลาดสดเช้า,market
887,4,2024-04-01,นิทรรศการศิลปะ,convention
888,20,2023-12-10,เวียนเทียน,cultural
889,19,2024-02-26,สัปดาห์หนังสือ,book_fair
890,13,2023-07-01,งาน Busking,concert
891,4,2023-11-29,เทศกาลสงกรานต์ท้องถิ่น,cultural
892,1,2024-02-13,งานโยคะในสวน,sports
893,18,2023-01-16,ตลาดนัดวันหยุด,market
894,11,2023-10-16,คอนเสิร์ตนักศึกษา,concert
895,14,2024-03-27,เทศกาลกาแฟ,food_festival
896,6,2024-01-23,งานโยคะในสวน,sports
897,2,2024-08-20,คอนเสิร์ตในสวน,concert
898,19,2024-08-15,ฟุตบอลนัดพิเศษ,sports
899,7,2024-09-01,ตลาดสดเช้า,market
900,3,2024-02-21,งาน Startup Expo,convention
901,9,2024-06-01,งานวัดประจำปี,cultural
902,19,2023-05-07,ตลาดนัดชุมชน,market
903,8,2024-05-04,มหกรรมหนังสือ,book_fair
904,20,2024-01-10,เทศกาลผลไม้,food_festival
905,10,2024-02-13,เทศกาลดนตรี,music_festival
906,14,2023-10-12,เทศกาลกาแฟ,food_festival
907,14,2024-06-26,เทศกาลของหวาน,food_festival
908,6,2024-05-06,สวดมนต์ข้ามปี,cultural
909,6,2024-11-17,คอนเสิร์ตการกุศล,concert
910,14,2024-02-18,เทศกาลสงกรานต์ท้องถิ่น,cultural
911,12,2024-03-19,ตลาดนัดวินเทจ,market
912,16,2024-08-10,เทศกาลดนตรี,music_festival
913,1,2023-11-09,เทศกาลอาหาร,food_festival
914,7,2023-08-01,ตลาดนัดชุมชน,market
915,13,2023-12-04,ฟุตบอลนัดพิเศษ,sports
916,3,2024-01-27,เทศกาลสงกรานต์ท้องถิ่น,cultural
917,15,2023-11-27,งาน Book Fair,book_fair
918,4,2024-09-22,แข่งวิ่ง Fun Run,sports
919,3,2023-10-28,เทศกาลอาหาร,food_festival
920,12,2024-11-15,ตลาดนัดวันหยุด,market
921,10,2023-12-01,เทศกาลผลไม้,food_festival
922,10,2024-09-18,มหกรรมหนังสือ,book_fair
923,20,2024-04-10,คอนเสิร์ตการกุศล,concert
924,11,2024-10-18,คอนเสิร์ตนักศึกษา,concert
925,20,2023-06-11,ตลาดนัดวันหยุด,market
926,17,2023-04-20,งานวัดประจำปี,cultural
927,2,2024-07-08,นิทรรศการศิลปะ,convention
928,16,2024-05-20,สัปดาห์หนังสือ,book_fair
929,9,2024-08-27,เทศกาลอาหาร,food_festival
930,12,2024-11-30,ตลาดนัดวินเทจ,market
931,5,2024-03-10,ตลาดนัดวินเทจ,market
932,8,2023-01-08,เทศกาลสงกรานต์ท้องถิ่น,cultural
933,16,2023-02-01,เทศกาลสงกรานต์ท้องถิ่น,cultural
934,13,2024-06-04,ตลาดนัดวินเทจ,market
935,10,2023-08-14,คอนเสิร์ตนักศึกษา,concert
936,8,2024-03-04,สัมมนาธุรกิจ,convention
937,5,2024-10-28,ตลาดสดเช้า,market
938,9,2024-08-15,เทศกาลอินดี้,music_festival
939,3,2023-12-01,สัปดาห์หนังสือ,book_fair
940,8,2023-12-08,กีฬาสี,sports
941,11,2024-06-09,สวดมนต์ข้ามปี,cultural
942,20,2023-09-09,เทศกาลแจ๊ส,music_festival
943,18,2023-06-26,เทศกาลกาแฟ,food_festival
944,15,2023-04-26,งานวันเด็ก,cultural
945,19,2023-03-02,ตลาดนัดชุมชน,market
946,19,2023-01-20,กีฬาสี,sports
947,10,2023-06-10,เทศกาลกาแฟ,food_festival
948,5,2023-07-08,งานดนตรีกลางแจ้ง,music_festival
949,20,2024-02-25,เทศกาลสงกรานต์ท้องถิ่น,cultural
950,13,2024-02-22,ตลาดนัดกลางคืน,market
951,12,2023-12-16,นิทรรศการหนังสือ,book_fair
952,14,2023-08-10,ถนนคนเดิน,market
953,10,2024-06-12,วิ่งมาราธอน,sports
954,12,2024-11-02,คอนเสิร์ตในสวน,concert
955,16,2024-09-12,ตลาดสดเช้า,market
956,17,2023-04-20,สัปดาห์หนังสือ,book_fair
957,9,2024-05-15,ตลาดนัดชุมชน,market
958,12,2023-09-22,ถนนคนเดิน,market
959,5,2024-08-14,คอนเสิร์ตนักศึกษา,concert
960,11,2024-09-14,เทศกาลสงกรานต์ท้องถิ่น,cultural
961,12,2023-03-10,งาน Startup Expo,convention
962,17,2023-01-14,งานหนังสือเก่า,book_fair
963,17,2023-02-26,กีฬาสี,sports
964,13,2023-05-07,ตลาดนัดกลางคืน,market
965,7,2024-12-18,ตลาดนัดวินเทจ,market
966,14,2024-11-24,งาน Street Food,food_festival
967,9,2024-06-28,ตลาดนัดกลางคืน,market
968,5,2024-02-03,เทศกาลอาหาร,food_festival
969,9,2023-04-18,ตลาดนัดวันหยุด,market
970,16,2023-07-14,คอนเสิร์ตนักศึกษา,concert
971,13,2023-10-27,สัปดาห์หนังสือ,book_fair
972,13,2023-04-19,สัปดาห์หนังสือ,book_fair
973,11,2023-08-26,ถนนคนเดิน,market
974,3,2024-06-25,คอนเสิร์ตการกุศล,concert
975,4,2023-06-16,สัปดาห์หนังสือ,book_fair
976,10,2023-11-01,คอนเสิร์ตนักศึกษา,concert
977,1,2024-11-12,สัปดาห์หนังสือ,book_fair
978,18,2023-05-26,ตลาดนัดชุมชน,market
979,4,2023-02-21,แข่งวิ่ง Fun Run,sports
980,9,2024-01-23,เทศกาลผลไม้,food_festival
981,8,2024-12-24,เทศกาลดนตรี,music_festival
982,5,2023-04-26,งานวันเด็ก,cultural
983,15,2024-11-09,นิทรรศการหนังสือ,book_fair
984,17,2023-01-02,นิทรรศการหนังสือ,book_fair
985,10,2024-06-26,งานบวช,cultural
986,3,2023-09-19,เทศกาลอาหาร,food_festival
987,7,2024-06-24,เทศกาลอินดี้,music_festival
988,1,2023-09-14,เทศกาลลอยกระทง,cultural
989,3,2023-08-23,เทศกาลกาแฟ,food_festival
990,17,2024-02-28,ตลาดนัดวินเทจ,market
991,1,2023-08-29,สัมมนาธุรกิจ,convention
992,9,2024-11-20,สัปดาห์หนังสือ,book_fair
993,12,2024-06-16,เทศกาลสงกรานต์ท้องถิ่น,cultural
994,2,2023-05-22,เทศกาลลอยกระทง,cultural
995,19,2023-10-05,งานโยคะในสวน,sports
996,11,2023-04-11,เทศกาลเบียร์คราฟท์,food_festival
997,9,2024-09-16,เทศกาลกาแฟ,food_festival
998,8,2024-05-18,ฟุตบอลนัดพิเศษ,sports
999,7,2024-03-07,ตลาดสดเช้า,market
1000,19,2024-05-26,สัปดาห์หนังสือ,book_fair
1001,18,2023-03-04,เทศกาลเบียร์คราฟท์,food_festival
1002,15,2024-09-30,นิทรรศการศิลปะ,convention
1003,16,2023-03-02,คอนเสิร์ตในสวน,concert
1004,17,2023-03-03,ตลาดนัดวันหยุด,market
1005,11,2023-09-21,วิ่งมาราธอน,sports
1006,6,2024-07-19,เทศกาลอาหาร,food_festival
1007,15,2024-02-01,นิทรรศการศิลปะ,convention
1008,9,2024-12-21,เทศกาลอินดี้,music_festival
1009,2,2023-07-23,งานหนังสือเก่า,book_fair
1010,18,2023-03-12,นิทรรศการศิลปะ,convention
1011,12,2024-01-17,งานบวช,cultural
1012,14,2023-06-24,มิวสิคเฟสติวัล,music_festival
1013,14,2023-08-11,ตลาดนัดวินเทจ,market
1014,19,2024-06-12,มิวสิคเฟสติวัล,music_festival
1015,4,2024-10-17,งานหนังสือเก่า,book_fair
1016,8,2024-06-26,นิทรรศการศิลปะ,convention
